50
2025-01-01,100,110,90,105,,
2025-01-02,105,115,95,108,,
2025-01-03,108,118,104,112,,
2025-01-04,112,120,110,117,,
2025-01-05,117,125,115,120,112.4,
2025-01-06,120,128,118,124,116.2,
2025-01-07,124,130,122,127,120.0,
2025-01-08,127,133,125,130,123.6,
2025-01-09,130,137,128,135,127.2,
2025-01-10,135,142,133,138,130.8,
2025-01-11,138,144,136,140,134.0,
2025-01-12,140,146,138,142,137.0,
2025-01-13,142,148,140,145,140.0,
2025-01-14,145,150,143,147,142.4,
2025-01-15,147,153,145,150,144.8,
2025-01-16,150,155,148,152,147.2,
2025-01-17,152,158,150,155,149.8,
2025-01-18,155,160,153,158,152.4,
2025-01-19,158,164,156,161,155.2,
2025-01-20,161,167,159,164,158.0,136.5
2025-01-21,164,170,162,167,161.0,139.6
2025-01-22,167,172,165,169,163.8,142.65
2025-01-23,169,175,167,172,166.6,145.65
2025-01-24,172,178,170,175,169.4,148.55
2025-01-25,175,180,173,178,172.2,151.45
2025-01-26,178,184,176,181,175.0,154.3
2025-01-27,181,187,179,184,178.0,157.15
2025-01-28,184,190,182,187,181.0,160.0
2025-01-29,187,193,185,190,184.0,162.75
2025-01-30,190,196,188,193,187.0,165.5
2025-01-31,193,199,191,196,190.0,168.3
2025-02-01,196,202,194,199,193.0,171.15
2025-02-02,199,205,197,202,196.0,174.0
2025-02-03,202,208,200,205,199.0,176.9
2025-02-04,205,211,203,208,202.0,179.8
2025-02-05,208,214,206,211,205.0,182.75
2025-02-06,211,217,209,214,208.0,185.7
2025-02-07,214,220,212,217,211.0,188.65
2025-02-08,217,223,215,220,214.0,191.6
2025-02-09,220,226,218,223,217.0,194.55
2025-02-10,223,229,221,226,220.0,197.5
2025-02-11,226,232,224,229,223.0,200.5
2025-02-12,229,235,227,232,226.0,203.5
2025-02-13,232,238,230,235,229.0,206.5
2025-02-14,235,241,233,238,232.0,209.5
2025-02-15,238,244,236,241,235.0,212.5
2025-02-16,241,247,239,244,238.0,215.5
2025-02-17,244,250,242,247,241.0,218.5
2025-02-18,247,253,245,250,244.0,221.5
2025-02-19,250,256,248,253,247.0,224.5
